Pk_Tournament;Player Name;Tournament Name;Round Reached;Matches Played;Points Earned;PrizePoll;categorie;country;Matches Won
297;Veronica Virseda;Madrid P1;Semifinals;5;360;474500.00;P1;Spain;4
298;Amelie Feaugas;Madrid P1;Quarterfinals;4;180;474500.00;P1;Spain;3
299;Martina Lombardi;Madrid P1;Quarterfinals;4;180;474500.00;P1;Spain;3
300;Lucia Sainz Pelegri;Madrid P1;Quarterfinals;4;180;474500.00;P1;Spain;3
301;Léa Godallier;Madrid P1;Quarterfinals;4;180;474500.00;P1;Spain;3
302;Emily Stellato;Madrid P1;Quarterfinals;4;180;474500.00;P1;Spain;3
303;Lorena Vano;Madrid P1;Quarterfinals;4;180;474500.00;P1;Spain;3
304;Lucia Perez Parra;Madrid P1;Quarterfinals;4;180;474500.00;P1;Spain;3
305;Fiona Ligi;Madrid P1;Quarterfinals;4;180;474500.00;P1;Spain;3
306;Chiara Pappacena;Madrid P1;Round of 16;3;90;474500.00;P1;Spain;2
307;Antonia Reyes Torrejón;Madrid P1;Round of 16;3;90;474500.00;P1;Spain;2
308;Lucia Martinez;Madrid P1;Round of 16;3;90;474500.00;P1;Spain;2
309;Araceli Martinez;Madrid P1;Round of 16;3;90;474500.00;P1;Spain;2
310;Carla Rodriguez Sanchez;Madrid P1;Round of 16;3;90;474500.00;P1;Spain;2
311;Jessica Castello;Madrid P1;Round of 16;3;90;474500.00;P1;Spain;2
312;Sofia Toro-Moreno rebolledo;Madrid P1;Round of 16;3;90;474500.00;P1;Spain;2
313;Isabella Curkovic Moran;Madrid P1;Round of 16;3;90;474500.00;P1;Spain;2
314;Ana Fernandez de Osso;Madrid P1;Round of 32;2;45;474500.00;P1;Spain;1
315;Mariana Zingler Knies;Madrid P1;Round of 32;2;45;474500.00;P1;Spain;1
316;Beatriz Gonzalez Fernandez;Madrid P1;Round of 32;2;45;474500.00;P1;Spain;1
317;Aranzazu Osoro;Madrid P1;Round of 32;2;45;474500.00;P1;Spain;1
318;Sara Dambrosio;Madrid P1;Round of 32;2;45;474500.00;P1;Spain;1
319;Ksenia Sharifova;Madrid P1;Round of 32;2;45;474500.00;P1;Spain;1
320;Majo Sanchez Alayeto;Madrid P1;Round of 32;2;45;474500.00;P1;Spain;1
321;Sofia Araujo;Madrid P1;Round of 32;2;45;474500.00;P1;Spain;1
322;Giorgia Marchetti;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
323;Marta Marrero;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
324;Bea Gonzalez;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
325;Brittany Dubins;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
326;Beatriz Caldera Sanchez;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
327;Egle Petrauskaite;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
328;Andres Fernandez Lancha;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
329;Tamara Icardo;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
330;Ale Salazar;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
331;Claudia Fernandez;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
332;Ariana Sanchez;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
333;Nuria Rodriguez;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
334;Esther Carnicero;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
335;Alejandra Salazar;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
336;Maria Rodriguez;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
337;Julieta Bidahorria;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
338;Lucia Sainz;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
339;Virginia Riera;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
340;Carla Mesa;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
341;Carolina Navarro Bjork;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
342;Alonso Rodriguez Martinez;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
343;Carmen Garcia Pardo;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
344;Jimena Velasco;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
345;Noemi Aguilar;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
346;Giulia Sussarello;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
347;Gemma Triay;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
348;Patty Llaguno;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
349;Elisabet Amatriain;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
350;Aimee Gibson;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
351;Carolina Petrelli;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
352;Laura Clergue;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
353;Raquel Piltcher;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
354;Noa Canovas;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
355;Laia Rodriguez;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
356;Teresa Navarro;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
357;Marta Morga Alonso;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
358;Lucia Sainz;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
359;Lorena Rufo;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
360;Paula Josemaria;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
361;Tamara Icardo;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
362;Ana Catarina Nogueira;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
363;Bea Gonzalez;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
364;Alejandra Alonso;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
365;Victoria Iglesias Segura;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
366;Sara Ruiz Soto;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
367;Anna Cortiles;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
368;Veronica Liz Costabel;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
369;Veronica Virseda;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
370;Ariana Sanchez;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
371;Paula Eyheraguibel;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
372;Cecilia Reiter;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
373;Mapi Sanchez Alayeto;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
374;Paula Josemaria;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
375;Mai Vo;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
376;Geraldine Sorel;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
377;Marianne Vandaele;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
378;Valentina Tommasi;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
379;Patricia Llaguno;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
380;Alix Collombon;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
381;Charlotte Soubrié;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
382;Sofia Saiz;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
383;Marta Ortega;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
384;Andrea Ustero;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
385;Victoria Iglesias;Madrid P1;Round of 64;1;22;474500.00;P1;Spain;0
386;Ariana Sanchez;Cancun P2;Winner;5;600;262250.00;P2;Mexico;5
387;Paula Josemaria;Cancun P2;Winner;5;600;262250.00;P2;Mexico;5
388;Gemma Triay;Cancun P2;Final;5;360;262250.00;P2;Mexico;4
389;Delfina Brea;Cancun P2;Final;5;360;262250.00;P2;Mexico;4
390;Bea Gonzalez;Cancun P2;Semifinals;4;180;262250.00;P2;Mexico;3
391;Claudia Fernandez;Cancun P2;Semifinals;4;180;262250.00;P2;Mexico;3
392;Marta Ortega;Cancun P2;Semifinals;4;180;262250.00;P2;Mexico;3
393;Lucia Sainz;Cancun P2;Semifinals;4;180;262250.00;P2;Mexico;3
394;Jessica Castello;Cancun P2;Quarterfinals;3;90;262250.00;P2;Mexico;2
395;Veronica Virseda;Cancun P2;Quarterfinals;3;90;262250.00;P2;Mexico;2
396;Mapi Sanchez Alayeto;Cancun P2;Quarterfinals;3;90;262250.00;P2;Mexico;2
397;Alejandra Salazar;Cancun P2;Quarterfinals;3;90;262250.00;P2;Mexico;2
398;Aranzazu Osoro;Cancun P2;Quarterfinals;3;90;262250.00;P2;Mexico;2
399;Tamara Icardo;Cancun P2;Quarterfinals;3;90;262250.00;P2;Mexico;2
400;Claudia Jensen;Cancun P2;Round of 16;2;45;262250.00;P2;Mexico;1
401;Sara Ruiz;Cancun P2;Round of 16;2;45;262250.00;P2;Mexico;1
402;Patricia Llaguno;Cancun P2;Round of 16;2;45;262250.00;P2;Mexico;1
403;Alejandra Alonso;Cancun P2;Round of 16;2;45;262250.00;P2;Mexico;1
404;Lorena Rufo;Cancun P2;Round of 16;2;45;262250.00;P2;Mexico;1
405;Nela Brito;Cancun P2;Round of 16;2;45;262250.00;P2;Mexico;1
406;Giorgia Marchetti;Cancun P2;Round of 16;2;45;262250.00;P2;Mexico;1
407;Andrea Ustero;Cancun P2;Round of 16;2;45;262250.00;P2;Mexico;1
408;Victoria Iglesias;Cancun P2;Round of 32;1;22;262250.00;P2;Mexico;0
409;Isabel Dominguez;Cancun P2;Round of 32;1;22;262250.00;P2;Mexico;0
410;Jimena Velasco;Cancun P2;Round of 32;1;22;262250.00;P2;Mexico;0
411;Manuela Schuck;Cancun P2;Round of 32;1;22;262250.00;P2;Mexico;0
412;Chiara Pappacena;Cancun P2;Round of 32;1;22;262250.00;P2;Mexico;0
413;Teresa Navarro;Cancun P2;Round of 32;1;22;262250.00;P2;Mexico;0
414;Noa Canovas;Cancun P2;Round of 32;1;22;262250.00;P2;Mexico;0
415;Alix Collombon;Cancun P2;Round of 32;1;22;262250.00;P2;Mexico;0
416;Carolina Orsi;Cancun P2;Round of 32;1;22;262250.00;P2;Mexico;0
417;Sofia Araujo;Cancun P2;Round of 32;1;22;262250.00;P2;Mexico;0
418;Carla Mesa;Cancun P2;Round of 32;1;22;262250.00;P2;Mexico;0
419;Carolina Navarro;Cancun P2;Round of 32;1;22;262250.00;P2;Mexico;0
420;Julieta Bidahorria;Cancun P2;Round of 32;1;22;262250.00;P2;Mexico;0
421;Ana Catarina Nogueira;Cancun P2;Round of 32;1;22;262250.00;P2;Mexico;0
422;Barbara Las Heras;Cancun P2;Round of 32;1;22;262250.00;P2;Mexico;0
423;Eli Amatriain;Cancun P2;Round of 32;1;22;262250.00;P2;Mexico;0
424;Virginia Riera;Cancun P2;Round of 32;1;22;262250.00;P2;Mexico;0
425;Noemi Aguilar;Cancun P2;Round of 32;1;22;262250.00;P2;Mexico;0
426;Laura Rodriguez;Cancun P2;Round of 32;1;22;262250.00;P2;Mexico;0
427;Sandra Bellver;Cancun P2;Round of 32;1;22;262250.00;P2;Mexico;0
428;Silvia Zarza;Cancun P2;Round of 32;1;22;262250.00;P2;Mexico;0
429;Valeria Atencia Montes;Cancun P2;Round of 32;1;22;262250.00;P2;Mexico;0
430;Lucia Perez Parra;Cancun P2;Round of 32;1;22;262250.00;P2;Mexico;0
431;Lea Godallier;Cancun P2;Round of 32;1;22;262250.00;P2;Mexico;0
432;Mariana Zingler Knies;Cancun P2;Round of 32;1;22;262250.00;P2;Mexico;0
433;Marta Marrero;Cancun P2;Round of 32;1;22;262250.00;P2;Mexico;0
434;Emily Stellato;Cancun P2;Round of 32;1;22;262250.00;P2;Mexico;0
435;Lucia Martinez;Cancun P2;Round of 32;1;22;262250.00;P2;Mexico;0
436;Beatriz Gonzalez Fernandez;Cancun P2;Round of 32;1;22;262250.00;P2;Mexico;0
437;Ksenia Sharifova;Cancun P2;Round of 32;1;22;262250.00;P2;Mexico;0
438;Carla Rodriguez Sanchez;Cancun P2;Round of 32;1;22;262250.00;P2;Mexico;0
439;Antonia Reyes Torrejon;Cancun P2;Round of 32;1;22;262250.00;P2;Mexico;0
440;Ariana Sanchez;Asuncion P2;Winner;5;600;262250.00;P2;Paraguay;5
441;Paula Josemaria;Asuncion P2;Winner;5;600;262250.00;P2;Paraguay;5
442;Gemma Triay;Asuncion P2;Final;5;360;262250.00;P2;Paraguay;4
443;Delfina Brea;Asuncion P2;Final;5;360;262250.00;P2;Paraguay;4
444;Bea Gonzalez;Asuncion P2;Semifinals;4;180;262250.00;P2;Paraguay;3
445;Claudia Fernandez;Asuncion P2;Semifinals;4;180;262250.00;P2;Paraguay;3
446;Marta Ortega;Asuncion P2;Semifinals;4;180;262250.00;P2;Paraguay;3
447;Lucia Sainz;Asuncion P2;Semifinals;4;180;262250.00;P2;Paraguay;3
448;Jessica Castello;Asuncion P2;Quarterfinals;3;90;262250.00;P2;Paraguay;2
449;Veronica Virseda;Asuncion P2;Quarterfinals;3;90;262250.00;P2;Paraguay;2
450;Mapi Sanchez Alayeto;Asuncion P2;Quarterfinals;3;90;262250.00;P2;Paraguay;2
451;Alejandra Salazar;Asuncion P2;Quarterfinals;3;90;262250.00;P2;Paraguay;2
452;Aranzazu Osoro;Asuncion P2;Quarterfinals;3;90;262250.00;P2;Paraguay;2
453;Tamara Icardo;Asuncion P2;Quarterfinals;3;90;262250.00;P2;Paraguay;2
454;Claudia Jensen;Asuncion P2;Quarterfinals;3;90;262250.00;P2;Paraguay;2
455;Sara Ruiz;Asuncion P2;Quarterfinals;3;90;262250.00;P2;Paraguay;2
456;Patricia Llaguno;Asuncion P2;Round of 16;2;45;262250.00;P2;Paraguay;1
457;Alejandra Alonso;Asuncion P2;Round of 16;2;45;262250.00;P2;Paraguay;1
458;Lorena Rufo;Asuncion P2;Round of 16;2;45;262250.00;P2;Paraguay;1
459;Nela Brito;Asuncion P2;Round of 16;2;45;262250.00;P2;Paraguay;1
460;Giorgia Marchetti;Asuncion P2;Round of 16;2;45;262250.00;P2;Paraguay;1
461;Andrea Ustero;Asuncion P2;Round of 16;2;45;262250.00;P2;Paraguay;1
462;Victoria Iglesias;Asuncion P2;Round of 16;2;45;262250.00;P2;Paraguay;1
463;Isabel Dominguez;Asuncion P2;Round of 16;2;45;262250.00;P2;Paraguay;1
464;Jimena Velasco;Asuncion P2;Round of 16;2;45;262250.00;P2;Paraguay;1
465;Manuela Schuck;Asuncion P2;Round of 16;2;45;262250.00;P2;Paraguay;1
466;Chiara Pappacena;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
467;Teresa Navarro;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
468;Noa Canovas;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
469;Alix Collombon;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
470;Carolina Orsi;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
471;Sofia Araujo;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
472;Carla Mesa;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
473;Carolina Navarro;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
474;Julieta Bidahorria;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
475;Ana Catarina Nogueira;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
476;Barbara Las Heras;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
477;Eli Amatriain;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
478;Virginia Riera;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
479;Noemi Aguilar;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
480;Laura Rodriguez;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
481;Sandra Bellver;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
482;Silvia Zarza;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
483;Valeria Atencia Montes;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
484;Lucia Perez Parra;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
485;Lea Godallier;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
486;Mariana Zingler Knies;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
487;Marta Marrero;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
488;Emily Stellato;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
489;Lucia Martinez;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
490;Beatriz Gonzalez Fernandez;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
491;Ksenia Sharifova;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
492;Carla Rodriguez Sanchez;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
493;Antonia Reyes Torrejon;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
494;Laia Rodriguez;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
495;Araceli Martinez;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
496;Ale Salazar;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
497;Claudia Fernandez;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
498;Charlotte Soubrié;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
499;Esther Carnicero;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
500;Sofia Toro-Moreno rebolledo;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
501;Isabella Curkovic Moran;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
502;Ariana Sanchez;Premier Padel Finals Barcelona;Winner;3;1500;600000.00;Finals;Spain;3
503;Paula Josemaria;Premier Padel Finals Barcelona;Winner;3;1500;600000.00;Finals;Spain;3
504;Gemma Triay;Premier Padel Finals Barcelona;Final;3;900;600000.00;Finals;Spain;2
505;Delfina Brea;Premier Padel Finals Barcelona;Final;3;900;600000.00;Finals;Spain;2
506;Bea Gonzalez;Premier Padel Finals Barcelona;Semifinals;2;540;600000.00;Finals;Spain;1
507;Claudia Fernandez;Premier Padel Finals Barcelona;Semifinals;2;540;600000.00;Finals;Spain;1
508;Marta Ortega;Premier Padel Finals Barcelona;Semifinals;2;540;600000.00;Finals;Spain;1
509;Lucia Sainz;Premier Padel Finals Barcelona;Semifinals;2;540;600000.00;Finals;Spain;1
510;Jessica Castello;Premier Padel Finals Barcelona;Quarterfinals;1;270;600000.00;Finals;Spain;0
511;Veronica Virseda;Premier Padel Finals Barcelona;Quarterfinals;1;270;600000.00;Finals;Spain;0
512;Mapi Sanchez Alayeto;Premier Padel Finals Barcelona;Quarterfinals;1;270;600000.00;Finals;Spain;0
513;Alejandra Salazar;Premier Padel Finals Barcelona;Quarterfinals;1;270;600000.00;Finals;Spain;0
514;Aranzazu Osoro;Premier Padel Finals Barcelona;Quarterfinals;1;270;600000.00;Finals;Spain;0
515;Tamara Icardo;Premier Padel Finals Barcelona;Quarterfinals;1;270;600000.00;Finals;Spain;0
516;Claudia Jensen;Premier Padel Finals Barcelona;Quarterfinals;1;270;600000.00;Finals;Spain;0
517;Sara Ruiz;Premier Padel Finals Barcelona;Quarterfinals;1;270;600000.00;Finals;Spain;0
518;Ariana Sanchez;Italy Major;Winner;6;2000;1029558.00;Major;Italy;6
519;Paula Josemaria;Italy Major;Winner;6;2000;1029558.00;Major;Italy;6
520;Gemma Triay;Italy Major;Final;6;1200;1029558.00;Major;Italy;5
521;Delfina Brea;Italy Major;Final;6;1200;1029558.00;Major;Italy;5
522;Bea Gonzalez;Italy Major;Semifinals;5;720;1029558.00;Major;Italy;4
523;Claudia Fernandez;Italy Major;Semifinals;5;720;1029558.00;Major;Italy;4
524;Marta Ortega;Italy Major;Semifinals;5;720;1029558.00;Major;Italy;4
525;Lucia Sainz;Italy Major;Semifinals;5;720;1029558.00;Major;Italy;4
526;Jessica Castello;Italy Major;Quarterfinals;4;360;1029558.00;Major;Italy;3
527;Veronica Virseda;Italy Major;Quarterfinals;4;360;1029558.00;Major;Italy;3
528;Mapi Sanchez Alayeto;Italy Major;Quarterfinals;4;360;1029558.00;Major;Italy;3
529;Alejandra Salazar;Italy Major;Quarterfinals;4;360;1029558.00;Major;Italy;3
530;Aranzazu Osoro;Italy Major;Quarterfinals;4;360;1029558.00;Major;Italy;3
531;Tamara Icardo;Italy Major;Quarterfinals;4;360;1029558.00;Major;Italy;3
532;Claudia Jensen;Italy Major;Quarterfinals;4;360;1029558.00;Major;Italy;3
533;Sara Ruiz;Italy Major;Quarterfinals;4;360;1029558.00;Major;Italy;3
534;Patricia Llaguno;Italy Major;Round of 16;3;180;1029558.00;Major;Italy;2
535;Alejandra Alonso;Italy Major;Round of 16;3;180;1029558.00;Major;Italy;2
536;Lorena Rufo;Italy Major;Round of 16;3;180;1029558.00;Major;Italy;2
537;Nela Brito;Italy Major;Round of 16;3;180;1029558.00;Major;Italy;2
538;Giorgia Marchetti;Italy Major;Round of 16;3;180;1029558.00;Major;Italy;2
539;Andrea Ustero;Italy Major;Round of 16;3;180;1029558.00;Major;Italy;2
540;Victoria Iglesias;Italy Major;Round of 16;3;180;1029558.00;Major;Italy;2
541;Isabel Dominguez;Italy Major;Round of 16;3;180;1029558.00;Major;Italy;2
542;Jimena Velasco;Italy Major;Round of 32;2;90;1029558.00;Major;Italy;1
543;Manuela Schuck;Italy Major;Round of 32;2;90;1029558.00;Major;Italy;1
544;Chiara Pappacena;Italy Major;Round of 32;2;90;1029558.00;Major;Italy;1
545;Teresa Navarro;Italy Major;Round of 32;2;90;1029558.00;Major;Italy;1
546;Noa Canovas;Italy Major;Round of 32;2;90;1029558.00;Major;Italy;1
547;Alix Collombon;Italy Major;Round of 32;2;90;1029558.00;Major;Italy;1
548;Carolina Orsi;Italy Major;Round of 32;2;90;1029558.00;Major;Italy;1
549;Sofia Araujo;Italy Major;Round of 32;2;90;1029558.00;Major;Italy;1
550;Carla Mesa;Italy Major;Round of 64;1;35;1029558.00;Major;Italy;0
551;Carolina Navarro;Italy Major;Round of 64;1;35;1029558.00;Major;Italy;0
552;Julieta Bidahorria;Italy Major;Round of 64;1;35;1029558.00;Major;Italy;0
553;Ana Catarina Nogueira;Italy Major;Round of 64;1;35;1029558.00;Major;Italy;0
554;Barbara Las Heras;Italy Major;Round of 64;1;35;1029558.00;Major;Italy;0
555;Eli Amatriain;Italy Major;Round of 64;1;35;1029558.00;Major;Italy;0
556;Virginia Riera;Italy Major;Round of 64;1;35;1029558.00;Major;Italy;0
557;Noemi Aguilar;Italy Major;Round of 64;1;35;1029558.00;Major;Italy;0
558;Lorena Rufo;Newgiza Premier Padel P2;Winner;5;500;250000.00;P2;Egypt;5
559;Nela Brito;Newgiza Premier Padel P2;Winner;5;500;250000.00;P2;Egypt;5
560;Veronica Virseda;Newgiza Premier Padel P2;Final;5;300;250000.00;P2;Egypt;4
561;Claudia Jensen;Newgiza Premier Padel P2;Final;5;300;250000.00;P2;Egypt;4
562;Mapi Sanchez Alayeto;Newgiza Premier Padel P2;Semifinals;4;180;250000.00;P2;Egypt;3
563;Carolina Navarro;Newgiza Premier Padel P2;Semifinals;4;180;250000.00;P2;Egypt;3
564;Alejandra Alonso;Newgiza Premier Padel P2;Semifinals;4;180;250000.00;P2;Egypt;3
565;Patricia Llaguno;Newgiza Premier Padel P2;Semifinals;4;180;250000.00;P2;Egypt;3
566;Delfina Brea;Newgiza Premier Padel P2;Quarterfinals;3;90;250000.00;P2;Egypt;2
567;Paula Josemaria;Newgiza Premier Padel P2;Quarterfinals;3;90;250000.00;P2;Egypt;2
568;Sara Ruiz;Newgiza Premier Padel P2;Quarterfinals;3;90;250000.00;P2;Egypt;2
569;Aranzazu Osoro;Newgiza Premier Padel P2;Quarterfinals;3;90;250000.00;P2;Egypt;2
570;Isabel Dominguez;Newgiza Premier Padel P2;Quarterfinals;3;90;250000.00;P2;Egypt;2
571;Jimena Velasco;Newgiza Premier Padel P2;Quarterfinals;3;90;250000.00;P2;Egypt;2
572;Teresa Navarro;Newgiza Premier Padel P2;Quarterfinals;3;90;250000.00;P2;Egypt;2
573;Giorgia Marchetti;Newgiza Premier Padel P2;Quarterfinals;3;90;250000.00;P2;Egypt;2
574;Manuela Schuck;Newgiza Premier Padel P2;Quarterfinals;3;90;250000.00;P2;Egypt;2
575;Victoria Iglesias;Newgiza Premier Padel P2;Quarterfinals;3;90;250000.00;P2;Egypt;2
576;Noemi Aguilar;Newgiza Premier Padel P2;Round of 16;2;45;250000.00;P2;Egypt;1
577;Claudia Jensen;Newgiza Premier Padel P2;Round of 16;2;45;250000.00;P2;Egypt;1
578;Ariana Sanchez;Qatar Major;Winner;6;2000;1029558.00;Major;Qatar;6
579;Paula Josemaria;Qatar Major;Winner;6;2000;1029558.00;Major;Qatar;6
580;Gemma Triay;Qatar Major;Final;6;1200;1029558.00;Major;Qatar;5
581;Delfina Brea;Qatar Major;Final;6;1200;1029558.00;Major;Qatar;5
582;Bea Gonzalez;Qatar Major;Semifinals;5;720;1029558.00;Major;Qatar;4
583;Claudia Fernandez;Qatar Major;Semifinals;5;720;1029558.00;Major;Qatar;4
584;Marta Ortega;Qatar Major;Quarterfinals;4;360;1029558.00;Major;Qatar;3
585;Lucia Sainz;Qatar Major;Quarterfinals;4;360;1029558.00;Major;Qatar;3
586;Jessica Castello;Qatar Major;Quarterfinals;4;360;1029558.00;Major;Qatar;3
587;Veronica Virseda;Qatar Major;Quarterfinals;4;360;1029558.00;Major;Qatar;3
588;Mapi Sanchez Alayeto;Qatar Major;Semifinals;5;720;1029558.00;Major;Qatar;4
589;Alejandra Salazar;Qatar Major;Semifinals;5;720;1029558.00;Major;Qatar;4
590;Aranzazu Osoro;Qatar Major;Quarterfinals;4;360;1029558.00;Major;Qatar;3
591;Tamara Icardo;Qatar Major;Quarterfinals;4;360;1029558.00;Major;Qatar;3
592;Claudia Jensen;Qatar Major;Quarterfinals;4;360;1029558.00;Major;Qatar;3
593;Sara Ruiz;Qatar Major;Quarterfinals;4;360;1029558.00;Major;Qatar;3
594;Patricia Llaguno;Qatar Major;Round of 16;3;180;1029558.00;Major;Qatar;2
595;Alejandra Alonso;Qatar Major;Round of 16;3;180;1029558.00;Major;Qatar;2
596;Lorena Rufo;Qatar Major;Round of 16;3;180;1029558.00;Major;Qatar;2
597;Nela Brito;Qatar Major;Round of 16;3;180;1029558.00;Major;Qatar;2
598;Giorgia Marchetti;Qatar Major;Round of 16;3;180;1029558.00;Major;Qatar;2
599;Andrea Ustero;Qatar Major;Round of 16;3;180;1029558.00;Major;Qatar;2
600;Victoria Iglesias;Qatar Major;Round of 16;3;180;1029558.00;Major;Qatar;2
601;Isabel Dominguez;Qatar Major;Round of 16;3;180;1029558.00;Major;Qatar;2
602;Jimena Velasco;Qatar Major;Round of 16;3;180;1029558.00;Major;Qatar;2
603;Manuela Schuck;Qatar Major;Round of 16;3;180;1029558.00;Major;Qatar;2
604;Chiara Pappacena;Qatar Major;Round of 32;2;90;1029558.00;Major;Qatar;1
605;Teresa Navarro;Qatar Major;Round of 32;2;90;1029558.00;Major;Qatar;1
